Workbar:,4
Process:,EmptyLine
FileName:,20220914_153 PM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-09-14 13:54:09,2022-09-15 04:05:09,851:00,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-09-15 04:05:39,2022-09-15 04:14:29,8:50,4:00,5:30,,,,,

3,Station 9 Rinse,2022-09-15 04:14:59,2022-09-15 04:19:24,4:25,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-09-15 04:19:54,2022-09-15 04:22:05,2:11,2:00,2:10,,,,,

5,Station 11 Rinse,2022-09-15 04:22:36,2022-09-15 04:25:30,2:54,0:00,1:30,,,,,

6,Station 12 Rinse,2022-09-15 04:26:00,2022-09-15 04:27:00,1:00,0:05,3:00,,,,,

7,Station 13 Rinse,2022-09-15 04:27:29,2022-09-15 04:31:05,3:36,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-09-15 04:31:35,2022-09-15 04:32:08,0:33,0:25,0:30,,,,,

9,Station 15 Rinse,2022-09-15 04:32:39,2022-09-15 04:33:34,0:55,0:00,1:00,,,,,

10,Station 16 Rinse,2022-09-15 04:34:03,2022-09-15 04:34:57,0:54,0:15,1:00,,,,,

11,Station 17 CN Copper Plate,2022-09-15 04:35:27,2022-09-15 05:00:55,25:28,24:00,24:10,,,,,

12,Station 19 Rinse,2022-09-15 05:01:28,2022-09-15 05:03:59,2:31,0:00,1:00,,,,,

13,Station 20 Rinse,2022-09-15 05:04:29,2022-09-15 05:05:18,0:49,0:05,1:00,,,,,

14,Station 21 Rinse,2022-09-15 05:05:47,2022-09-15 05:09:01,3:14,1:00,3:00,,,,,

15,Station 22 Acid,2022-09-15 05:09:31,2022-09-15 05:09:55,0:24,0:15,0:30,,,,,

16,Station 23 Rinse,2022-09-15 05:10:25,2022-09-15 05:10:28,0:03,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-09-15 05:10:57,2022-09-15 05:11:04,0:07,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-09-15 05:11:27,2022-09-15 05:12:08,0:41,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-09-15 05:12:37,2022-09-15 05:24:48,12:11,12:00,13:00,,,,,

20,Station 28 Rinse,2022-09-15 05:25:19,2022-09-15 05:25:22,0:03,0:00,0:15,,,,,

21,Station 29 Rinse,2022-09-15 05:25:50,2022-09-15 05:25:56,0:06,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-09-15 05:26:25,2022-09-15 05:29:40,3:15,1:00,2:00,,,,,

23,Station 33 Nickel Plate,2022-09-15 05:30:13,2022-09-15 05:55:27,25:14,25:00,26:00,,,,,

24,Station 35 Rinse,2022-09-15 05:55:58,2022-09-15 05:56:01,0:03,0:00,0:15,,,,,

25,Station 36 Rinse,2022-09-15 05:56:29,2022-09-15 05:57:02,0:33,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-09-15 05:57:35,2022-09-15 05:58:47,1:12,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-09-15 05:59:16,2022-09-15 06:02:55,3:39,3:30,4:00,,,,,

28,Station 41 Rinse,2022-09-15 06:03:24,2022-09-15 06:03:27,0:03,0:00,0:15,,,,,

29,Station 42 Rinse,2022-09-15 06:03:55,2022-09-15 06:04:02,0:07,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-09-15 06:04:30,2022-09-15 06:05:37,1:07,1:00,2:00,,,,,

31,Station 44 Dryer,2022-09-15 06:06:06,2022-09-15 06:11:16,5:10,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-09-15 06:11:48,2022-09-15 06:11:56,0:08,0:00,0:00,,,,,

33,Station 51 Unload,2022-09-15 06:12:46,2022-09-15 06:12:51,0:05,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-09-15 06:13:15,2022-09-15 06:26:07,12:52,0:00,1:00,,,,,

35,Station 4 Que,2022-09-15 06:26:39,2022-09-15 07:13:48,47:09,0:00,2:30,,,,,

36,Station 5 Strip,2022-09-15 07:14:17,2022-09-15 07:22:36,8:19,7:00,7:30,,,,,

37,Station 6 Rinse,2022-09-15 07:23:06,2022-09-15 07:33:05,9:59,0:15,0:16,,,,,

