Workbar:,6
Process:,EmptyLine
FileName:,20220819_1059 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-19 10:59:48,2022-08-19 11:20:13,20:25,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-08-19 11:20:43,2022-08-19 11:24:54,4:11,4:00,5:30,,,,,

3,Station 9 Rinse,2022-08-19 11:25:25,2022-08-19 11:25:26,0:01,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-08-19 11:25:57,2022-08-19 11:27:58,2:01,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-19 11:28:28,2022-08-19 11:28:30,0:02,0:00,1:30,,,,,

6,Station 12 Rinse,2022-08-19 11:29:01,2022-08-19 11:29:07,0:06,0:05,3:00,,,,,

7,Station 13 Rinse,2022-08-19 11:29:36,2022-08-19 11:34:56,5:20,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-08-19 11:35:25,2022-08-19 11:35:51,0:26,0:25,0:30,,,,,

9,Station 15 Rinse,2022-08-19 11:36:21,2022-08-19 11:37:24,1:03,0:00,1:00,,,,,

10,Station 16 Rinse,2022-08-19 11:37:54,2022-08-19 11:39:05,1:11,0:15,1:00,,,,,

11,Station 17 CN Copper Plate,2022-08-19 11:39:35,2022-08-19 12:04:05,24:30,24:00,24:10,,,,,

12,Station 19 Rinse,2022-08-19 12:04:37,2022-08-19 12:07:09,2:32,0:00,1:00,,,,,

13,Station 20 Rinse,2022-08-19 12:07:39,2022-08-19 12:08:55,1:16,0:05,1:00,,,,,

14,Station 21 Rinse,2022-08-19 12:09:24,2022-08-22 04:23:48,3854:24,1:00,3:00,,,,,

15,Station 22 Acid,2022-08-22 04:24:18,2022-08-22 04:24:34,0:16,0:15,0:30,,,,,

16,Station 23 Rinse,2022-08-22 04:25:04,2022-08-22 04:46:37,21:33,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-08-22 04:47:07,2022-08-22 04:47:13,0:06,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-08-22 04:47:37,2022-08-22 05:32:04,44:27,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-08-22 05:32:52,2022-08-22 06:59:11,86:19,12:00,13:00,,,,,

32,Station 45 Unload Shuttle,2022-08-22 07:01:47,2022-08-22 07:02:17,0:30,0:00,0:00,,,,,

33,Station 51 Unload,2022-08-22 07:03:06,2022-08-22 07:26:58,23:52,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-08-22 07:27:24,2022-08-22 07:35:02,7:38,0:00,1:00,,,,,

35,Station 3 Que,2022-08-22 07:35:33,2022-08-23 04:28:37,1253:04,0:00,2:30,,,,,

36,Station 5 Strip,2022-08-23 04:29:08,2022-08-23 04:38:01,8:53,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-23 04:38:31,2022-08-23 04:48:21,9:50,0:15,0:16,,,,,

