Workbar:,8
Process:,US26D
FileName:,20220829_412 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-29 04:12:46,2022-08-29 04:13:28,0:42,0:01,0:30,,,,,

2,Station 8 Cleaner,2022-08-29 04:13:58,2022-08-29 04:29:42,15:44,4:00,8:30,,,,,

3,Station 9 Rinse,2022-08-29 04:30:13,2022-08-29 04:32:10,1:57,0:00,3:00,,,,,

4,Station 10 Electroclean,2022-08-29 04:32:41,2022-08-29 04:48:33,15:52,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-29 04:49:04,2022-08-29 04:53:55,4:51,0:00,1:00,,,,,

6,Station 12 Rinse,2022-08-29 04:54:25,2022-08-29 04:55:37,1:12,0:00,1:00,,,,,

7,Station 13 Rinse,2022-08-29 04:56:06,2022-08-29 04:57:17,1:11,0:00,1:00,,,,,

8,Station 14 Acid Clean,2022-08-29 04:57:47,2022-08-29 04:58:13,0:26,0:25,0:30,,,,,

9,Station 15 Rinse,2022-08-29 04:58:44,2022-08-29 04:59:40,0:56,0:00,1:00,,,,,

10,Station 16 Rinse,2022-08-29 05:00:09,2022-08-29 05:00:11,0:02,0:00,0:05,,,,,

11,Station 17 CN Copper Plate,2022-08-29 05:00:41,2022-08-29 05:24:48,24:07,24:00,24:10,,,,,

12,Station 19 Rinse,2022-08-29 05:25:21,2022-08-29 05:28:02,2:41,0:00,5:00,,,,,

13,Station 20 Rinse,2022-08-29 05:28:32,2022-08-29 07:10:10,101:38,0:00,5:00,,,,,

14,Station 21 Rinse,2022-08-29 07:10:39,2022-08-29 07:15:01,4:22,0:00,5:00,,,,,

15,Station 22 Acid,2022-08-29 07:15:31,2022-08-29 07:17:03,1:32,0:00,0:30,,,,,

16,Station 23 Rinse,2022-08-29 07:17:33,2022-08-29 07:21:55,4:22,0:00,5:00,,,,,

17,Station 24 Shuttle,2022-08-29 07:22:25,2022-08-29 07:22:31,0:06,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-08-29 07:22:55,2022-08-29 07:23:40,0:45,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-08-29 07:24:09,2022-08-29 07:36:15,12:06,12:00,13:00,,,,,

20,Station 28 Rinse,2022-08-29 07:36:46,2022-08-29 07:36:48,0:02,0:00,0:15,,,,,

21,Station 29 Rinse,2022-08-29 07:37:16,2022-08-29 07:37:23,0:07,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-08-29 07:37:52,2022-08-29 07:56:32,18:40,1:00,2:00,,,,,

23,Station 33 Nickel Plate,2022-08-29 07:57:06,2022-08-29 08:32:01,34:55,25:00,26:00,,,,,

24,Station 35 Rinse,2022-08-30 04:18:48, ,0,0:00,0:15,,,,,

25,Station 36 Rinse,2022-08-29 08:33:08,2022-08-29 08:39:11,6:03,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-08-29 08:39:44,2022-08-29 08:40:45,1:01,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-08-29 08:41:14,2022-08-29 08:44:58,3:44,3:30,4:00,,,,,

28,Station 41 Rinse,2022-08-29 08:45:27,2022-08-29 08:45:29,0:02,0:00,0:15,,,,,

29,Station 42 Rinse,2022-08-29 08:45:57,2022-08-29 08:46:03,0:06,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-08-29 08:46:32,2022-08-29 08:50:16,3:44,1:00,2:00,,,,,

31,Station 44 Dryer,2022-08-29 08:50:45,2022-08-29 08:55:47,5:02,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-08-29 08:56:20,2022-08-29 08:56:27,0:07,0:00,0:00,,,,,

33,Station 51 Unload,2022-08-29 08:57:18,2022-08-29 09:01:00,3:42,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-08-29 09:01:24,2022-08-29 09:10:26,9:02,0:00,1:00,,,,,

35,Station 2 Que,2022-08-29 09:10:55,2022-08-30 06:05:01,1254:06,0:00,2:30,,,,,

36,Station 5 Strip,2022-08-30 06:05:31,2022-08-30 06:13:13,7:42,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-30 06:13:42,2022-08-30 06:22:35,8:53,0:15,0:16,,,,,

