Workbar:,6
Process:,EmptyLine
FileName:,20220819_615 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-19 07:30:36, ,0,0:01,0:02,,,,,

27,Station 40 Trivalent Chrome,2022-08-19 06:15:47,2022-08-19 06:19:24,3:37,3:30,4:00,,,,,

28,Station 41 Rinse,2022-08-19 06:19:53,2022-08-19 06:19:55,0:02,0:00,0:15,,,,,

29,Station 42 Rinse,2022-08-19 06:20:23,2022-08-19 06:20:29,0:06,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-08-19 06:20:58,2022-08-19 06:22:09,1:11,1:00,2:00,,,,,

31,Station 44 Dryer,2022-08-19 06:22:38,2022-08-19 06:30:06,7:28,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-08-19 06:30:39,2022-08-19 06:30:45,0:06,0:00,0:00,,,,,

33,Station 51 Unload,2022-08-19 06:31:35,2022-08-19 06:32:27,0:52,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-08-19 06:32:51,2022-08-19 06:34:38,1:47,0:00,1:00,,,,,

35,Station 2 Que,2022-08-19 06:35:07,2022-08-19 07:17:04,41:57,0:00,2:30,,,,,

36,Station 5 Strip,2022-08-19 07:17:36,2022-08-19 07:24:52,7:16,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-19 07:25:22,2022-08-19 07:30:06,4:44,0:15,0:16,,,,,

