Workbar:,5
Process:,US26D
FileName:,20220812_156 PM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-12 13:56:53,2022-08-12 14:06:02,9:09,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-08-12 14:06:31,2022-08-12 14:13:42,7:11,4:00,5:30,,,,,

3,Station 9 Rinse,2022-08-12 14:14:12,2022-08-12 14:18:38,4:26,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-08-12 14:19:07,2022-08-12 14:21:36,2:29,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-12 14:22:06,2022-08-12 14:26:08,4:02,0:00,1:30,,,,,

6,Station 12 Rinse,2022-08-12 14:26:37,2022-08-12 14:35:23,8:46,0:05,3:00,,,,,

7,Station 13 Rinse,2022-08-12 14:35:52,2022-08-12 14:36:20,0:28,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-08-12 14:36:49,2022-08-12 14:37:23,0:34,0:25,0:30,,,,,

9,Station 15 Rinse,2022-08-12 14:37:51,2022-08-12 14:38:50,0:59,0:00,1:00,,,,,

10,Station 16 Rinse,2022-08-12 14:39:19,2022-08-12 14:41:22,2:03,0:15,1:00,,,,,

11,Station 18 CN Copper Plate,2022-08-12 14:41:53,2022-08-15 04:17:02,3695:09,24:00,24:10,,,,,

12,Station 19 Rinse,2022-08-15 04:17:31,2022-08-15 04:18:15,0:44,0:00,1:00,,,,,

13,Station 20 Rinse,2022-08-15 04:18:44,2022-08-15 04:24:31,5:47,0:05,1:00,,,,,

14,Station 21 Rinse,2022-08-15 04:25:00,2022-08-15 04:28:17,3:17,1:00,3:00,,,,,

15,Station 22 Acid,2022-08-15 04:28:46,2022-08-15 04:29:02,0:16,0:15,0:30,,,,,

16,Station 23 Rinse,2022-08-15 04:29:32,2022-08-15 04:29:34,0:02,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-08-15 04:30:03,2022-08-15 04:30:40,0:37,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-08-15 04:31:04,2022-08-15 04:33:14,2:10,0:00,10:00,,,,,

19,Station 27 Acid Copper Plate,2022-08-15 04:33:45,2022-08-15 04:58:57,25:12,12:00,13:00,,,,,

20,Station 28 Rinse,2022-08-15 04:59:26,2022-08-15 04:59:28,0:02,0:00,0:15,,,,,

21,Station 29 Rinse,2022-08-15 04:59:56,2022-08-15 05:00:41,0:45,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-08-15 05:01:10,2022-08-15 05:03:29,2:19,1:00,2:00,,,,,

23,Station 32 Nickel Plate,2022-08-15 05:04:00,2022-08-15 05:43:11,39:11,25:00,26:00,,,,,

24,Station 35 Rinse,2022-08-15 05:43:45,2022-08-15 05:43:47,0:02,0:00,0:15,,,,,

25,Station 36 Rinse,2022-08-15 05:44:15,2022-08-15 05:45:10,0:55,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-08-15 05:45:42,2022-08-15 05:52:19,6:37,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-08-15 05:52:48,2022-08-15 05:56:19,3:31,3:30,4:00,,,,,

28,Station 41 Rinse,2022-08-15 05:56:48,2022-08-15 05:56:50,0:02,0:00,0:15,,,,,

29,Station 42 Rinse,2022-08-15 05:57:18,2022-08-15 05:59:45,2:27,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-08-15 06:00:14,2022-08-15 06:22:11,21:57,1:00,2:00,,,,,

31,Station 44 Dryer,2022-08-15 06:22:40,2022-08-15 06:39:14,16:34,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-08-15 06:39:47,2022-08-15 06:39:54,0:07,0:00,0:00,,,,,

33,Station 51 Unload,2022-08-15 06:40:44,2022-08-15 06:41:05,0:21,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-08-15 06:41:29,2022-08-15 06:57:43,16:14,0:00,1:00,,,,,

35,Station 3 Que,2022-08-15 06:58:13,2022-08-15 07:52:34,54:21,0:00,2:30,,,,,

36,Station 5 Strip,2022-08-15 07:53:04,2022-08-15 08:00:33,7:29,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-15 08:01:01,2022-08-15 08:07:59,6:58,0:15,0:16,,,,,

