Workbar:,3
Process:,EmptyLine
FileName:,20220914_103 PM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-09-14 13:03:47,2022-09-14 13:22:09,18:22,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-09-14 13:22:38,2022-09-14 13:27:27,4:49,4:00,5:30,,,,,

3,Station 9 Rinse,2022-09-14 13:27:57,2022-09-14 13:30:12,2:15,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-09-14 13:30:42,2022-09-14 13:32:52,2:10,2:00,2:10,,,,,

5,Station 11 Rinse,2022-09-14 13:33:22,2022-09-14 13:34:47,1:25,0:00,1:30,,,,,

6,Station 12 Rinse,2022-09-14 13:35:17,2022-09-14 13:46:31,11:14,0:05,3:00,,,,,

7,Station 13 Rinse,2022-09-14 13:47:01,2022-09-14 13:49:09,2:08,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-09-14 13:49:39,2022-09-14 13:50:12,0:33,0:25,0:30,,,,,

9,Station 15 Rinse,2022-09-14 13:50:42,2022-09-14 13:54:06,3:24,0:00,1:00,,,,,

10,Station 16 Rinse,2022-09-14 13:54:35,2022-09-14 13:55:35,1:00,0:15,1:00,,,,,

11,Station 17 CN Copper Plate,2022-09-14 13:56:05,2022-09-14 14:20:18,24:13,24:00,24:10,,,,,

12,Station 19 Rinse,2022-09-14 14:20:50,2022-09-14 14:21:44,0:54,0:00,1:00,,,,,

13,Station 20 Rinse,2022-09-14 14:22:14,2022-09-14 14:22:21,0:07,0:05,1:00,,,,,

14,Station 21 Rinse,2022-09-14 14:22:50,2022-09-15 04:10:38,827:48,1:00,3:00,,,,,

15,Station 22 Acid,2022-09-15 04:11:07,2022-09-15 04:11:30,0:23,0:15,0:30,,,,,

16,Station 23 Rinse,2022-09-15 04:12:00,2022-09-15 04:12:03,0:03,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-09-15 04:12:33,2022-09-15 04:12:39,0:06,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-09-15 04:13:03,2022-09-15 04:15:01,1:58,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-09-15 04:15:30,2022-09-15 04:27:41,12:11,12:00,13:00,,,,,

20,Station 28 Rinse,2022-09-15 04:28:12,2022-09-15 04:28:15,0:03,0:00,0:15,,,,,

21,Station 29 Rinse,2022-09-15 04:28:43,2022-09-15 04:28:50,0:07,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-09-15 04:29:19,2022-09-15 04:33:00,3:41,1:00,2:00,,,,,

23,Station 33 Nickel Plate,2022-09-15 04:33:34,2022-09-15 04:58:48,25:14,25:00,26:00,,,,,

24,Station 35 Rinse,2022-09-15 04:59:19,2022-09-15 04:59:21,0:02,0:00,0:15,,,,,

25,Station 36 Rinse,2022-09-15 04:59:49,2022-09-15 05:00:23,0:34,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-09-15 05:00:56,2022-09-15 05:02:27,1:31,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-09-15 05:02:56,2022-09-15 05:06:35,3:39,3:30,4:00,,,,,

28,Station 41 Rinse,2022-09-15 05:07:05,2022-09-15 05:07:07,0:02,0:00,0:15,,,,,

29,Station 42 Rinse,2022-09-15 05:07:35,2022-09-15 05:07:42,0:07,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-09-15 05:08:10,2022-09-15 05:09:17,1:07,1:00,2:00,,,,,

31,Station 44 Dryer,2022-09-15 05:09:46,2022-09-15 05:14:56,5:10,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-09-15 05:15:29,2022-09-15 05:15:36,0:07,0:00,0:00,,,,,

33,Station 51 Unload,2022-09-15 05:16:26,2022-09-15 05:16:27,0:01,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-09-15 05:16:52,2022-09-15 05:19:30,2:38,0:00,1:00,,,,,

35,Station 3 Que,2022-09-15 05:20:00,2022-09-15 06:01:52,41:52,0:00,2:30,,,,,

36,Station 5 Strip,2022-09-15 06:02:23,2022-09-15 06:09:30,7:07,7:00,7:30,,,,,

37,Station 6 Rinse,2022-09-15 06:10:00,2022-09-15 06:19:48,9:48,0:15,0:16,,,,,

