Workbar:,6
Process:,NickelOnly
FileName:,20220805_906 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-05 09:07:16,2022-08-05 09:18:36,11:20,0:00,0:45,,,,,

2,Station 8 Cleaner,2022-08-05 09:19:09,2022-08-05 09:29:28,10:19,4:00,5:30,,,,,

3,Station 9 Rinse,2022-08-05 09:29:57,2022-08-05 09:33:00,3:03,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-08-05 09:33:29,2022-08-05 09:35:39,2:10,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-05 09:36:08,2022-08-05 09:36:11,0:03,0:00,1:30,,,,,

6,Station 12 Rinse,2022-08-05 09:36:40,2022-08-05 09:36:47,0:07,0:05,3:00,,,,,

7,Station 13 Rinse,2022-08-05 09:37:15,2022-08-05 09:37:37,0:22,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-08-05 09:38:05,2022-08-05 09:38:38,0:33,0:25,0:30,,,,,

9,Station 15 Rinse,2022-08-05 09:39:07,2022-08-05 09:39:10,0:03,0:00,1:00,,,,,

10,Station 16 Rinse,2022-08-05 09:39:39,2022-08-05 09:46:50,7:11,0:15,1:00,,,,,

11,Station 17 CN Copper Plate,2022-08-05 09:47:19,2022-08-05 10:11:51,24:32,24:00,24:00,,,,,

12,Station 19 Rinse,2022-08-05 10:12:22,2022-08-05 10:16:25,4:03,0:00,1:00,,,,,

13,Station 20 Rinse,2022-08-05 10:16:55,2022-08-05 10:18:11,1:16,0:05,1:00,,,,,

14,Station 21 Rinse,2022-08-05 10:18:39,2022-08-05 10:21:55,3:16,0:15,2:00,,,,,

15,Station 22 Acid,2022-08-05 10:22:24,2022-08-05 10:22:47,0:23,0:15,0:30,,,,,

16,Station 23 Rinse,2022-08-05 10:23:17,2022-08-05 10:23:20,0:03,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-08-05 10:23:49,2022-08-05 10:23:54,0:05,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-08-05 10:24:18,2022-08-05 10:28:50,4:32,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-08-05 10:29:20,2022-08-05 10:42:54,13:34,12:00,13:00,,,,,

20,Station 28 Rinse,2022-08-05 10:43:25,2022-08-05 10:43:27,0:02,0:00,0:15,,,,,

21,Station 29 Rinse,2022-08-05 10:43:55,2022-08-05 10:44:02,0:07,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-08-05 10:44:31,2022-08-05 10:46:32,2:01,1:00,2:00,,,,,

23,Station 32 Nickel Plate,2022-08-05 10:47:03,2022-08-05 11:12:40,25:37,25:00,26:00,,,,,

24,Station 35 Rinse,2022-08-05 11:13:14,2022-08-05 11:13:16,0:02,0:00,0:15,,,,,

25,Station 36 Rinse,2022-08-05 11:13:44,2022-08-05 11:14:18,0:34,0:05,0:15,,,,,

26,Station 42 Rinse,2022-08-05 11:14:58,2022-08-05 11:32:45,17:47,0:05,0:15,,,,,

27,Station 43 Hot Rinse,2022-08-05 11:33:14,2022-08-05 11:54:42,21:28,1:00,2:00,,,,,

28,Station 44 Dryer,2022-08-05 11:55:12,2022-08-05 12:05:25,10:13,5:00,9:00,,,,,

29,Station 45 Unload Shuttle,2022-08-05 12:05:58,2022-08-05 12:06:05,0:07,0:00,0:00,,,,,

30,Station 51 Unload,2022-08-05 12:06:55,2022-08-05 12:10:24,3:29,0:00,0:00,,,,,

31,Station 1 Unload Shuttle,2022-08-05 12:10:48,2022-08-05 12:25:15,14:27,0:00,1:00,,,,,

32,Station 3 Que,2022-08-05 12:25:44,2022-08-08 04:34:03,3848:19,0:00,2:30,,,,,

33,Station 5 Strip,2022-08-08 04:34:33,2022-08-08 04:43:01,8:28,7:00,7:30,,,,,

34,Station 6 Rinse,2022-08-08 04:43:30,2022-08-08 04:46:15,2:45,0:15,0:15,,,,,

