Workbar:,5
Process:,EmptyLine
FileName:,20220725_1032 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-07-25 10:32:05, ,0,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-07-25 10:45:38, ,0,4:00,5:30,,,,,

3,Station 9 Rinse,2022-07-25 10:51:43, ,0,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-07-25 10:58:17, ,0,2:00,2:10,,,,,

5,Station 11 Rinse,2022-07-25 11:00:57, ,0,0:00,1:30,,,,,

6,Station 12 Rinse,2022-07-25 11:01:29, ,0,0:05,3:00,,,,,

7,Station 13 Rinse,2022-07-25 11:03:01, ,0,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-07-25 11:03:52, ,0,0:25,0:30,,,,,

9,Station 15 Rinse,2022-07-25 11:04:55, ,0,0:00,1:00,,,,,

10,Station 16 Rinse,2022-07-25 11:05:27, ,0,0:15,1:00,,,,,

11,Station 18 CN Copper Plate,2022-07-25 11:06:29, ,0,24:00,24:10,,,,,

12,Station 19 Rinse,2022-07-25 11:31:08, ,0,0:00,1:00,,,,,

13,Station 20 Rinse,2022-07-25 11:34:46, ,0,0:05,1:00,,,,,

14,Station 21 Rinse,2022-07-25 11:36:43, ,0,1:00,3:00,,,,,

15,Station 22 Acid,2022-07-25 11:38:43, ,0,0:15,0:30,,,,,

16,Station 23 Rinse,2022-07-25 11:39:36, ,0,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-07-25 11:41:41, ,0,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-07-25 11:42:11, ,0,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-07-25 11:56:26, ,0,12:00,13:00,,,,,

20,Station 28 Rinse,2022-07-25 12:09:08, ,0,0:00,0:15,,,,,

21,Station 29 Rinse,2022-07-25 12:09:38, ,0,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-07-25 12:10:13, ,0,1:00,2:00,,,,,

23,Station 34 Nickel Plate,2022-07-25 12:12:15, ,0,25:00,26:00,,,,,

24,Station 35 Rinse,2022-07-25 12:38:00, ,0,0:00,0:15,,,,,

25,Station 36 Rinse,2022-07-25 12:38:30, ,0,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-07-25 12:39:37, ,0,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-07-25 12:42:32, ,0,3:30,4:00,,,,,

28,Station 41 Rinse,2022-07-25 12:46:40, ,0,0:00,0:15,,,,,

29,Station 42 Rinse,2022-07-25 12:47:10, ,0,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-07-25 12:52:04, ,0,1:00,2:00,,,,,

31,Station 44 Dryer,2022-07-25 13:03:40, ,0,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-07-26 04:11:35, ,0,0:00,0:00,,,,,

33,Station 51 Unload,2022-07-26 04:12:32, ,0,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-07-26 05:41:37, ,0,0:00,1:00,,,,,

35,Station 3 Que,2022-07-26 05:43:18, ,0,0:00,2:30,,,,,

36,Station 5 Strip,2022-07-26 07:12:40, ,0,7:00,7:30,,,,,

37,Station 6 Rinse,2022-07-26 07:21:40, ,0,0:15,0:15,,,,,

39,Station 52 Load,2022-07-25 10:32:30,2022-07-26 07:22:05,0:25,0:00,10:00,,,,,

