Workbar:,13
Process:,US26D
FileName:,20220921_941 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-09-21 09:42:03,2022-09-21 09:48:01,5:58,0:01,0:30,,,,,

2,Station 8 Cleaner,2022-09-21 09:48:30,2022-09-21 09:53:13,4:43,4:00,8:30,,,,,

3,Station 9 Rinse,2022-09-21 09:53:44,2022-09-21 09:55:13,1:29,0:00,3:00,,,,,

4,Station 10 Electroclean,2022-09-21 09:55:43,2022-09-21 09:57:53,2:10,2:00,2:10,,,,,

5,Station 11 Rinse,2022-09-21 09:58:23,2022-09-21 09:59:32,1:09,0:00,1:00,,,,,

6,Station 12 Rinse,2022-09-21 10:00:02,2022-09-21 10:03:15,3:13,0:00,1:00,,,,,

7,Station 13 Rinse,2022-09-21 10:03:44,2022-09-21 10:03:46,0:02,0:00,1:00,,,,,

8,Station 14 Acid Clean,2022-09-21 10:04:16,2022-09-21 10:04:49,0:33,0:25,0:30,,,,,

9,Station 15 Rinse,2022-09-21 10:05:19,2022-09-21 10:05:22,0:03,0:00,1:00,,,,,

10,Station 16 Rinse,2022-09-21 10:05:51,2022-09-21 10:05:54,0:03,0:00,0:05,,,,,

11,Station 17 CN Copper Plate,2022-09-21 10:06:25,2022-09-21 10:30:38,24:13,24:00,24:10,,,,,

12,Station 19 Rinse,2022-09-21 10:31:11,2022-09-21 10:43:24,12:13,0:00,5:00,,,,,

13,Station 20 Rinse,2022-09-21 10:43:54,2022-09-21 10:49:06,5:12,0:00,5:00,,,,,

14,Station 21 Rinse,2022-09-21 10:49:35,2022-09-21 10:57:16,7:41,0:00,5:00,,,,,

15,Station 22 Acid,2022-09-21 10:57:45,2022-09-21 10:59:20,1:35,0:00,0:30,,,,,

16,Station 23 Rinse,2022-09-21 10:59:50,2022-09-21 11:10:35,10:45,0:00,5:00,,,,,

17,Station 24 Shuttle,2022-09-21 11:11:04,2022-09-21 11:11:10,0:06,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-09-21 11:11:34,2022-09-21 11:12:59,1:25,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-09-21 11:13:28,2022-09-21 11:25:40,12:12,12:00,13:00,,,,,

20,Station 28 Rinse,2022-09-21 11:26:11,2022-09-21 11:26:14,0:03,0:00,0:15,,,,,

21,Station 29 Rinse,2022-09-21 11:26:41,2022-09-21 11:26:47,0:06,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-09-21 11:27:16,2022-09-21 11:29:51,2:35,1:00,2:00,,,,,

23,Station 33 Nickel Plate,2022-09-21 11:30:24,2022-09-21 11:55:38,25:14,25:00,26:00,,,,,

24,Station 35 Rinse,2022-09-21 11:56:09,2022-09-21 11:56:12,0:03,0:00,0:15,,,,,

25,Station 36 Rinse,2022-09-21 11:56:40,2022-09-21 11:57:14,0:34,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-09-21 11:57:47,2022-09-21 12:00:24,2:37,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-09-21 12:00:53,2022-09-21 12:05:06,4:13,3:30,4:00,,,,,

28,Station 41 Rinse,2022-09-21 12:05:35,2022-09-21 12:05:38,0:03,0:00,0:15,,,,,

29,Station 42 Rinse,2022-09-21 12:06:05,2022-09-21 12:06:53,0:48,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-09-21 12:07:21,2022-09-21 12:12:40,5:19,1:00,2:00,,,,,

31,Station 44 Dryer,2022-09-21 12:13:09,2022-09-21 12:19:09,6:00,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-09-21 12:19:42,2022-09-21 12:19:49,0:07,0:00,0:00,,,,,

33,Station 51 Unload,2022-09-21 12:20:39,2022-09-21 12:25:50,5:11,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-09-21 12:26:14,2022-09-21 12:27:00,0:46,0:00,1:00,,,,,

35,Station 3 Que,2022-09-21 12:27:31,2022-09-22 04:13:15,945:44,0:00,2:30,,,,,

36,Station 5 Strip,2022-09-22 04:13:46,2022-09-22 04:21:44,7:58,7:00,7:30,,,,,

37,Station 6 Rinse,2022-09-22 04:22:13,2022-09-22 04:44:22,22:09,0:15,0:16,,,,,

