Workbar:,8
Process:,EmptyLine
FileName:,20220808_1002 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-08 10:03:30,2022-08-08 10:06:45,3:15,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-08-08 10:07:14,2022-08-08 10:15:54,8:40,4:00,5:30,,,,,

3,Station 9 Rinse,2022-08-08 10:16:30,2022-08-08 10:16:32,0:02,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-08-08 10:17:01,2022-08-08 10:30:32,13:31,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-08 10:31:02,2022-08-10 06:20:02,2629:00,0:00,1:30,,,,,

6,Station 12 Rinse,2022-08-10 06:20:31,2022-08-10 06:35:54,15:23,0:05,3:00,,,,,

7,Station 13 Rinse,2022-08-10 06:36:23,2022-08-10 06:37:09,0:46,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-08-10 06:37:37,2022-08-10 07:26:39,49:02,0:25,0:30,,,,,

35,Station 4 Que,2022-08-10 07:28:20,2022-08-10 10:14:16,165:56,0:00,2:30,,,,,

36,Station 5 Strip,2022-08-10 10:14:44,2022-08-10 10:22:28,7:44,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-10 10:22:57,2022-08-10 12:04:36,101:39,0:15,0:16,,,,,

