Workbar:,3
Process:,EmptyLine
FileName:,20220919_104 PM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-09-19 13:05:31,2022-09-20 04:07:41,902:10,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-09-20 04:08:11,2022-09-20 04:13:34,5:23,4:00,5:30,,,,,

3,Station 9 Rinse,2022-09-20 04:14:04,2022-09-20 04:46:29,32:25,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-09-20 04:46:59,2022-09-20 04:49:34,2:35,2:00,2:10,,,,,

5,Station 11 Rinse,2022-09-20 04:50:04,2022-09-20 04:53:21,3:17,0:00,1:30,,,,,

6,Station 12 Rinse,2022-09-20 04:53:51,2022-09-20 04:58:27,4:36,0:05,3:00,,,,,

7,Station 13 Rinse,2022-09-20 04:58:56,2022-09-20 05:01:21,2:25,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-09-20 05:01:50,2022-09-20 05:02:23,0:33,0:25,0:30,,,,,

9,Station 15 Rinse,2022-09-20 05:02:54,2022-09-20 05:02:56,0:02,0:00,1:00,,,,,

10,Station 16 Rinse,2022-09-20 05:03:25,2022-09-20 05:19:51,16:26,0:15,1:00,,,,,

11,Station 17 CN Copper Plate,2022-09-20 05:20:21,2022-09-20 05:44:43,24:22,24:00,24:10,,,,,

12,Station 19 Rinse,2022-09-20 05:45:16,2022-09-20 05:49:23,4:07,0:00,1:00,,,,,

13,Station 20 Rinse,2022-09-20 05:49:53,2022-09-20 05:51:06,1:13,0:05,1:00,,,,,

14,Station 21 Rinse,2022-09-20 05:51:35,2022-09-20 05:54:50,3:15,1:00,3:00,,,,,

15,Station 22 Acid,2022-09-20 05:55:19,2022-09-20 05:55:42,0:23,0:15,0:30,,,,,

16,Station 23 Rinse,2022-09-20 05:56:12,2022-09-20 05:56:15,0:03,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-09-20 05:56:45,2022-09-20 05:56:52,0:07,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-09-20 05:57:16,2022-09-20 05:57:29,0:13,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-09-20 05:57:59,2022-09-20 06:10:10,12:11,12:00,13:00,,,,,

20,Station 28 Rinse,2022-09-20 06:10:41,2022-09-20 06:10:43,0:02,0:00,0:15,,,,,

21,Station 29 Rinse,2022-09-20 06:11:11,2022-09-20 06:11:18,0:07,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-09-20 06:11:46,2022-09-20 06:16:38,4:52,1:00,2:00,,,,,

23,Station 33 Nickel Plate,2022-09-20 06:17:11,2022-09-20 06:42:25,25:14,25:00,26:00,,,,,

24,Station 35 Rinse,2022-09-20 06:42:56,2022-09-20 06:42:58,0:02,0:00,0:15,,,,,

25,Station 36 Rinse,2022-09-20 06:43:26,2022-09-20 06:44:00,0:34,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-09-20 06:44:33,2022-09-20 06:45:45,1:12,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-09-20 06:46:14,2022-09-20 06:51:10,4:56,3:30,4:00,,,,,

28,Station 41 Rinse,2022-09-20 06:51:40,2022-09-20 06:51:42,0:02,0:00,0:15,,,,,

29,Station 42 Rinse,2022-09-20 06:52:10,2022-09-20 06:52:17,0:07,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-09-20 06:52:45,2022-09-20 06:54:18,1:33,1:00,2:00,,,,,

31,Station 44 Dryer,2022-09-20 06:54:48,2022-09-20 06:59:58,5:10,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-09-20 07:00:30,2022-09-20 07:00:38,0:08,0:00,0:00,,,,,

33,Station 51 Unload,2022-09-20 07:01:27,2022-09-20 07:01:29,0:02,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-09-20 07:01:53,2022-09-20 07:04:42,2:49,0:00,1:00,,,,,

35,Station 3 Que,2022-09-20 07:05:13,2022-09-20 07:42:32,37:19,0:00,2:30,,,,,

36,Station 5 Strip,2022-09-20 07:43:03,2022-09-20 07:51:14,8:11,7:00,7:30,,,,,

37,Station 6 Rinse,2022-09-20 07:51:44,2022-09-20 07:52:09,0:25,0:15,0:16,,,,,

