Workbar:,13
Process:,NickelOnly
FileName:,20220829_519 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-29 05:19:39,2022-08-29 05:30:21,10:42,0:01,0:30,,,,,

2,Station 8 Cleaner,2022-08-29 05:30:52,2022-08-29 07:07:43,96:51,4:00,8:30,,,,,

3,Station 9 Rinse,2022-08-29 07:08:14,2022-08-29 07:13:06,4:52,0:00,5:00,,,,,

4,Station 10 Electroclean,2022-08-29 07:13:36,2022-08-29 07:16:05,2:29,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-29 07:16:35,2022-08-29 07:19:16,2:41,0:00,1:00,,,,,

6,Station 12 Rinse,2022-08-29 07:19:46,2022-08-29 07:21:00,1:14,0:00,1:00,,,,,

7,Station 13 Rinse,2022-08-29 07:21:29,2022-08-29 07:22:55,1:26,0:00,1:00,,,,,

8,Station 14 Acid Clean,2022-08-29 07:23:24,2022-08-29 07:23:50,0:26,0:25,0:30,,,,,

9,Station 15 Rinse,2022-08-29 07:24:20,2022-08-29 07:24:22,0:02,0:00,1:00,,,,,

10,Station 16 Rinse,2022-08-29 07:24:51,2022-08-29 07:24:53,0:02,0:00,0:05,,,,,

11,Station 18 CN Copper Plate,2022-08-29 07:25:26,2022-08-29 07:54:48,29:22,24:00,24:10,,,,,

12,Station 19 Rinse,2022-08-29 07:55:19,2022-08-29 07:58:19,3:00,0:00,5:00,,,,,

13,Station 20 Rinse,2022-08-29 07:58:49,2022-08-29 08:00:21,1:32,0:00,5:00,,,,,

14,Station 21 Rinse,2022-08-29 08:00:50,2022-08-29 08:02:19,1:29,0:00,5:00,,,,,

15,Station 22 Acid,2022-08-29 08:02:48,2022-08-29 08:02:50,0:02,0:00,0:30,,,,,

16,Station 23 Rinse,2022-08-29 08:03:20,2022-08-29 08:03:22,0:02,0:00,5:00,,,,,

17,Station 24 Shuttle,2022-08-29 08:03:52,2022-08-29 08:03:57,0:05,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-08-29 08:04:21,2022-08-29 08:07:02,2:41,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-08-29 08:07:32,2022-08-29 08:20:14,12:42,12:00,13:00,,,,,

20,Station 28 Rinse,2022-08-29 08:20:45,2022-08-29 08:20:47,0:02,0:00,0:15,,,,,

21,Station 29 Rinse,2022-08-29 08:21:15,2022-08-29 08:38:25,17:10,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-08-29 08:38:54,2022-08-29 09:05:40,26:46,1:00,2:00,,,,,

23,Station 34 Nickel Plate,2022-08-29 09:08:30,2022-08-29 10:21:41,73:11,25:00,26:00,,,,,

24,Station 35 Rinse,2022-08-30 04:21:10, ,0,0:00,0:15,,,,,

25,Station 36 Rinse,2022-08-29 10:23:25,2022-08-29 10:25:07,1:42,0:05,0:15,,,,,

26,Station 42 Rinse,2022-08-29 10:25:46,2022-08-29 10:25:52,0:06,0:05,0:15,,,,,

27,Station 43 Hot Rinse,2022-08-29 10:26:20,2022-08-29 10:29:58,3:38,1:00,2:00,,,,,

28,Station 44 Dryer,2022-08-29 10:30:27,2022-08-29 10:35:28,5:01,5:00,9:00,,,,,

29,Station 45 Unload Shuttle,2022-08-29 10:36:01,2022-08-29 10:36:08,0:07,0:00,0:00,,,,,

30,Station 51 Unload,2022-08-29 10:36:58,2022-08-29 10:41:27,4:29,0:00,0:00,,,,,

31,Station 1 Unload Shuttle,2022-08-29 10:41:51,2022-08-30 04:42:03,1080:12,0:00,1:00,,,,,

32,Station 3 Que,2022-08-30 04:42:34,2022-08-30 05:50:40,68:06,0:00,2:30,,,,,

33,Station 5 Strip,2022-08-30 05:51:11,2022-08-30 05:58:27,7:16,7:00,7:30,,,,,

34,Station 6 Rinse,2022-08-30 05:58:57,2022-08-30 06:02:14,3:17,0:15,0:16,,,,,

