Workbar:,12
Process:,EmptyLine
FileName:,20220808_1012 AM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-08 10:12:56,2022-08-10 04:04:11,2511:15,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-08-10 06:19:06,2022-08-10 06:31:49,12:43,4:00,5:30,,,,,

3,Station 9 Rinse,2022-08-10 06:32:19,2022-08-10 06:32:21,0:02,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-08-10 06:32:51,2022-08-10 06:35:16,2:25,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-10 06:35:46,2022-08-10 06:36:32,0:46,0:00,1:30,,,,,

6,Station 12 Rinse,2022-08-10 06:37:02,2022-08-10 06:37:46,0:44,0:05,3:00,,,,,

7,Station 13 Rinse,2022-08-10 06:38:15,2022-08-10 07:29:19,51:04,0:15,2:00,,,,,

36,Station 5 Strip,2022-08-10 07:30:51,2022-08-10 10:03:37,152:46,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-10 10:04:05,2022-08-10 10:09:51,5:46,0:15,0:16,,,,,

