Workbar:,14
Process:,EmptyLine
FileName:,20220818_142 PM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-08-18 13:43:20,2022-08-18 13:58:18,14:58,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-08-18 13:58:48,2022-08-18 14:02:59,4:11,4:00,5:30,,,,,

3,Station 9 Rinse,2022-08-18 14:03:29,2022-08-18 14:08:07,4:38,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-08-18 14:08:37,2022-08-18 14:10:53,2:16,2:00,2:10,,,,,

5,Station 11 Rinse,2022-08-18 14:11:24,2022-08-18 14:12:17,0:53,0:00,1:30,,,,,

6,Station 12 Rinse,2022-08-18 14:12:47,2022-08-18 14:16:18,3:31,0:05,3:00,,,,,

7,Station 13 Rinse,2022-08-18 14:16:47,2022-08-18 14:22:45,5:58,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-08-18 14:23:15,2022-08-18 14:24:38,1:23,0:25,0:30,,,,,

9,Station 15 Rinse,2022-08-18 14:25:08,2022-08-18 14:27:39,2:31,0:00,1:00,,,,,

10,Station 16 Rinse,2022-08-18 14:28:08,2022-08-18 14:28:24,0:16,0:15,1:00,,,,,

11,Station 18 CN Copper Plate,2022-08-18 14:28:57,2022-08-19 04:12:40,823:43,24:00,24:10,,,,,

12,Station 19 Rinse,2022-08-19 04:13:10,2022-08-19 04:13:56,0:46,0:00,1:00,,,,,

13,Station 20 Rinse,2022-08-19 04:14:26,2022-08-19 04:19:31,5:05,0:05,1:00,,,,,

14,Station 21 Rinse,2022-08-19 04:20:00,2022-08-19 04:22:24,2:24,1:00,3:00,,,,,

15,Station 22 Acid,2022-08-19 04:22:54,2022-08-19 04:23:10,0:16,0:15,0:30,,,,,

16,Station 23 Rinse,2022-08-19 04:23:40,2022-08-19 04:26:21,2:41,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-08-19 04:26:51,2022-08-19 04:26:56,0:05,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-08-19 04:27:20,2022-08-19 04:30:05,2:45,0:00,10:00,,,,,

19,Station 27 Acid Copper Plate,2022-08-19 04:30:37,2022-08-19 04:44:26,13:49,12:00,13:00,,,,,

20,Station 28 Rinse,2022-08-19 04:44:55,2022-08-19 04:44:57,0:02,0:00,0:15,,,,,

21,Station 29 Rinse,2022-08-19 04:45:25,2022-08-19 04:50:20,4:55,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-08-19 04:50:49,2022-08-19 05:10:01,19:12,1:00,2:00,,,,,

23,Station 31 Nickel Plate,2022-08-19 05:10:29,2022-08-19 05:35:36,25:07,25:00,26:00,,,,,

24,Station 35 Rinse,2022-08-19 05:36:11,2022-08-19 05:36:13,0:02,0:00,0:15,,,,,

25,Station 36 Rinse,2022-08-19 05:36:41,2022-08-19 05:36:46,0:05,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-08-19 05:37:19,2022-08-19 05:39:32,2:13,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-08-19 05:40:01,2022-08-19 05:44:04,4:03,3:30,4:00,,,,,

28,Station 41 Rinse,2022-08-19 05:44:34,2022-08-19 05:44:36,0:02,0:00,0:15,,,,,

29,Station 42 Rinse,2022-08-19 05:45:03,2022-08-19 05:45:09,0:06,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-08-19 05:45:38,2022-08-19 05:46:39,1:01,1:00,2:00,,,,,

31,Station 44 Dryer,2022-08-19 05:47:09,2022-08-19 05:52:10,5:01,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-08-19 05:52:43,2022-08-19 05:52:50,0:07,0:00,0:00,,,,,

33,Station 51 Unload,2022-08-19 05:53:40,2022-08-19 05:53:49,0:09,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-08-19 05:54:13,2022-08-19 06:15:15,21:02,0:00,1:00,,,,,

35,Station 4 Que,2022-08-19 06:15:46,2022-08-19 07:00:46,45:00,0:00,2:30,,,,,

36,Station 5 Strip,2022-08-19 07:01:15,2022-08-19 07:08:45,7:30,7:00,7:30,,,,,

37,Station 6 Rinse,2022-08-19 07:09:15,2022-08-19 07:16:14,6:59,0:15,0:16,,,,,

