Workbar:,4
Process:,EmptyLine
FileName:,20220916_123 PM

Part Number 1:,
Qty 1:,0

Part Number 2:,
Qty 2:,0

Part Number 3:,
Qty 3:,0

Part Number 4:,
Qty 4:,0

Part Number 5:,
Qty 5:,0


1,Station 7 Load Shuttle,2022-09-16 13:24:08,2022-09-19 04:04:07,3759:59,0:01,0:02,,,,,

2,Station 8 Cleaner,2022-09-19 04:04:36,2022-09-19 04:12:15,7:39,4:00,5:30,,,,,

3,Station 9 Rinse,2022-09-19 04:12:46,2022-09-19 04:17:45,4:59,0:00,2:00,,,,,

4,Station 10 Electroclean,2022-09-19 04:18:15,2022-09-19 04:20:51,2:36,2:00,2:10,,,,,

5,Station 11 Rinse,2022-09-19 04:21:22,2022-09-19 04:27:37,6:15,0:00,1:30,,,,,

6,Station 12 Rinse,2022-09-19 04:28:07,2022-09-19 04:29:58,1:51,0:05,3:00,,,,,

7,Station 13 Rinse,2022-09-19 04:30:28,2022-09-19 04:31:18,0:50,0:15,2:00,,,,,

8,Station 14 Acid Clean,2022-09-19 04:31:48,2022-09-19 04:32:22,0:34,0:25,0:30,,,,,

9,Station 15 Rinse,2022-09-19 04:32:51,2022-09-19 04:36:51,4:00,0:00,1:00,,,,,

10,Station 16 Rinse,2022-09-19 04:37:20,2022-09-19 04:52:15,14:55,0:15,1:00,,,,,

11,Station 18 CN Copper Plate,2022-09-19 04:52:47,2022-09-19 05:17:22,24:35,24:00,24:10,,,,,

12,Station 19 Rinse,2022-09-19 05:17:52,2022-09-19 05:19:32,1:40,0:00,1:00,,,,,

13,Station 20 Rinse,2022-09-19 05:20:02,2022-09-19 05:20:08,0:06,0:05,1:00,,,,,

14,Station 21 Rinse,2022-09-19 05:20:37,2022-09-19 05:23:13,2:36,1:00,3:00,,,,,

15,Station 22 Acid,2022-09-19 05:23:43,2022-09-19 05:24:06,0:23,0:15,0:30,,,,,

16,Station 23 Rinse,2022-09-19 05:24:36,2022-09-19 05:26:13,1:37,0:00,0:30,,,,,

17,Station 24 Shuttle,2022-09-19 05:26:43,2022-09-19 05:26:50,0:07,0:00,0:00,,,,,

18,Station 25 Shuttle,2022-09-19 05:27:13,2022-09-19 05:28:33,1:20,0:00,10:00,,,,,

19,Station 26 Acid Copper Plate,2022-09-19 05:29:03,2022-09-19 05:43:37,14:34,12:00,13:00,,,,,

20,Station 28 Rinse,2022-09-19 05:44:08,2022-09-19 05:44:11,0:03,0:00,0:15,,,,,

21,Station 29 Rinse,2022-09-19 05:44:39,2022-09-19 05:44:46,0:07,0:05,0:15,,,,,

22,Station 30 Nickel Activator,2022-09-19 05:45:15,2022-09-19 05:47:39,2:24,1:00,2:00,,,,,

23,Station 34 Nickel Plate,2022-09-19 05:48:14,2022-09-19 06:13:30,25:16,25:00,26:00,,,,,

24,Station 35 Rinse,2022-09-19 06:13:59,2022-09-19 06:14:01,0:02,0:00,0:15,,,,,

25,Station 36 Rinse,2022-09-19 06:14:29,2022-09-19 06:15:03,0:34,0:05,0:15,,,,,

26,Station 39 Acid PreDip,2022-09-19 06:15:36,2022-09-19 06:16:54,1:18,1:00,2:00,,,,,

27,Station 40 Trivalent Chrome,2022-09-19 06:17:23,2022-09-19 06:21:01,3:38,3:30,4:00,,,,,

28,Station 41 Rinse,2022-09-19 06:21:31,2022-09-19 06:21:34,0:03,0:00,0:15,,,,,

29,Station 42 Rinse,2022-09-19 06:22:01,2022-09-19 06:22:08,0:07,0:05,0:15,,,,,

30,Station 43 Hot Rinse,2022-09-19 06:22:37,2022-09-19 06:23:44,1:07,1:00,2:00,,,,,

31,Station 44 Dryer,2022-09-19 06:24:13,2022-09-19 06:29:23,5:10,5:00,9:00,,,,,

32,Station 45 Unload Shuttle,2022-09-19 06:29:56,2022-09-19 06:30:04,0:08,0:00,0:00,,,,,

33,Station 51 Unload,2022-09-19 06:30:53,2022-09-19 06:34:34,3:41,0:00,0:00,,,,,

34,Station 1 Unload Shuttle,2022-09-19 06:34:58,2022-09-19 06:37:39,2:41,0:00,1:00,,,,,

35,Station 3 Que,2022-09-19 06:38:09,2022-09-19 07:18:17,40:08,0:00,2:30,,,,,

36,Station 5 Strip,2022-09-19 07:18:48,2022-09-19 07:26:07,7:19,7:00,7:30,,,,,

37,Station 6 Rinse,2022-09-19 07:26:37,2022-09-19 07:38:54,12:17,0:15,0:16,,,,,

